Order ID,Order Date,Product,Category,Region,Customer Segment,Sales Channel,Quantity,Unit Price,Discount,Sales,Cost,Profit
ORD-10703,2025-03-30,Standing Desk,Furniture,Central,Consumer,Retail Store,1,503.48,0,594.11,315.01,279.1
ORD-10704,2025-10-26,Drawer Cabinet,Furniture,North-East,Corporate,Online,1,165.36,0,165.36,90.47,74.89
ORD-10705,2024-12-01,Standing Desk,Furniture,Central,Consumer,Online,2,548.33,0.15,1374.94,617.34,757.6
ORD-10706,2024-01-24,Backpack,Accessories,East,Small Business,B2B Sales,5,83.83,0.15,374.09,186.86,187.23
ORD-10707,2025-09-24,Printer Paper,Office Supplies,East,Consumer,Online,2,14.42,0.05,28.77,14.48,14.29
ORD-10708,2025-04-09,Power Bank,Accessories,Central,Consumer,Online,5,54.38,0.05,304.8,128.58,176.22
ORD-10709,2024-07-30,Bookshelf,Furniture,East,Consumer,Online,1,178.02,0,205.61,97.21,108.4
ORD-10710,2024-09-11,File Folder Pack,Office Supplies,North-East,Consumer,Online,6,21.15,0.05,120.55,53.72,66.83
ORD-10711,2025-01-27,Drawer Cabinet,Furniture,North,Consumer,Retail Store,1,168.5,0.05,147.27,88.42,58.85
ORD-10712,2025-09-12,Backpack,Accessories,Central,Consumer,Retail Store,7,84.17,0.05,660.48,267.59,392.89
ORD-10713,2025-07-26,Monitor,Technology,North,Consumer,Retail Store,1,281.91,0,285.29,175.05,110.24
ORD-10714,2025-03-19,Laptop,Technology,North,Consumer,Online,3,991.31,0.1,2462.41,1943.4,519.01
ORD-10715,2024-10-16,Phone Charger,Accessories,West,Small Business,B2B Sales,7,30.11,0,231.85,86.65,145.2
ORD-10716,2025-05-18,Standing Desk,Furniture,West,Small Business,Retail Store,2,501.97,0,1104.33,617.58,486.75
ORD-10717,2024-02-06,Pen Set,Office Supplies,North-East,Consumer,B2B Sales,8,11.57,0.05,87.93,32.95,54.98
ORD-10718,2025-05-11,Notebook,Office Supplies,East,Consumer,Online,5,7.82,0,41.05,15.23,25.82
ORD-10719,2024-10-06,File Folder Pack,Office Supplies,West,Consumer,B2B Sales,1,20.25,0.05,21.16,9.08,12.08
ORD-10720,2024-03-19,Mouse,Technology,Central,Small Business,Online,2,41.12,0.05,92.19,36.77,55.42
ORD-10721,2024-04-18,USB-C Hub,Accessories,Central,Consumer,B2B Sales,8,65.35,0.2,493.52,245.18,248.34
ORD-10722,2024-01-06,Notebook,Office Supplies,West,Small Business,Online,3,7.85,0,25.9,9.23,16.67
ORD-10723,2024-11-26,Office Chair,Furniture,West,Small Business,Online,1,215.12,0.2,236.63,130.07,106.56
ORD-10724,2024-04-01,Monitor,Technology,East,Consumer,Online,2,295.52,0,620.59,340.31,280.28
ORD-10725,2025-03-18,Bookshelf,Furniture,West,Consumer,Retail Store,2,182.03,0.05,380.44,197.98,182.46
ORD-10726,2025-05-02,Headset,Technology,North-East,Consumer,Online,1,92.97,0.1,83.67,44.39,39.28
ORD-10727,2025-06-09,Desk Organizer,Office Supplies,East,Corporate,Retail Store,11,25.32,0.1,263.2,119.29,143.91
ORD-10728,2025-04-24,Desk Organizer,Office Supplies,North,Consumer,Online,5,26.1,0.05,114.06,55.04,59.02
ORD-10729,2024-02-18,Notebook,Office Supplies,West,Consumer,Online,2,8.05,0.1,15.94,6.22,9.72
ORD-10730,2024-12-29,Laptop,Technology,West,Consumer,Retail Store,1,986.69,0.15,1153.19,609.56,543.63
ORD-10731,2025-03-02,Phone Charger,Accessories,North,Corporate,Online,11,30.67,0,310.38,138.29,172.09
ORD-10732,2024-07-10,Laptop,Technology,West,Consumer,Retail Store,1,913.7,0.05,1050.3,608.18,442.12
ORD-10733,2025-11-02,File Folder Pack,Office Supplies,North-East,Small Business,B2B Sales,9,19.81,0.15,189.43,82.88,106.55
ORD-10734,2025-12-08,Desk Lamp,Furniture,North,Consumer,Online,1,57.29,0.1,59.3,23.84,35.46
ORD-10735,2024-01-28,Webcam,Technology,East,Corporate,Online,3,114.29,0,360.01,174.19,185.82
ORD-10736,2025-04-19,Mouse,Technology,Central,Consumer,B2B Sales,2,40.18,0.05,90.08,35.33,54.75
ORD-10737,2025-04-05,Pen Set,Office Supplies,North,Corporate,B2B Sales,1,11.92,0,10.97,4.16,6.81
ORD-10738,2025-03-18,Power Bank,Accessories,West,Corporate,Retail Store,7,53.0,0.05,387.69,184.9,202.79
ORD-10739,2025-09-18,Power Bank,Accessories,East,Corporate,Retail Store,9,55.97,0.05,502.47,233.71,268.76
ORD-10740,2025-10-25,Desk Organizer,Office Supplies,Central,Consumer,B2B Sales,6,25.12,0.05,168.96,65.43,103.53
ORD-10741,2024-07-15,Desk Organizer,Office Supplies,East,Consumer,Retail Store,6,26.3,0.15,154.92,67.98,86.94
ORD-10742,2025-04-24,Keyboard,Technology,North-East,Small Business,B2B Sales,2,77.51,0.1,139.52,78.73,60.79
ORD-10743,2024-06-14,Bookshelf,Furniture,Central,Corporate,Online,1,183.7,0,216.77,95.87,120.9
ORD-10744,2025-05-20,Monitor,Technology,West,Consumer,Online,3,278.8,0,920.04,529.36,390.68
ORD-10745,2025-05-30,Laptop,Technology,North,Consumer,Retail Store,1,933.29,0,858.63,622.37,236.26
ORD-10746,2024-12-29,Drawer Cabinet,Furniture,North,Small Business,B2B Sales,2,163.27,0,375.52,173.1,202.42
ORD-10747,2025-03-24,Office Chair,Furniture,Central,Corporate,Retail Store,3,213.44,0.05,717.8,380.82,336.98
ORD-10748,2024-06-20,Standing Desk,Furniture,North,Consumer,Online,1,525.51,0.1,435.12,305.95,129.17
ORD-10749,2025-10-24,Pen Set,Office Supplies,Central,Small Business,Online,8,12.44,0,117.43,33.23,84.2
ORD-10750,2025-04-30,Stapler,Office Supplies,East,Consumer,Online,7,17.93,0.1,118.61,55.47,63.14
ORD-10751,2025-06-26,Pen Set,Office Supplies,East,Small Business,Online,8,12.6,0.2,84.67,32.52,52.15
ORD-10752,2025-11-29,Notebook,Office Supplies,North-East,Consumer,Online,2,7.75,0,19.38,6.29,13.09
ORD-10753,2024-06-17,Desk Organizer,Office Supplies,Central,Corporate,Retail Store,1,26.44,0.2,24.96,11.4,13.56
ORD-10754,2025-06-16,Power Bank,Accessories,North-East,Small Business,Retail Store,6,56.77,0,340.62,156.64,183.98
ORD-10755,2024-10-13,Backpack,Accessories,East,Corporate,Online,5,89.14,0.1,421.19,194.42,226.77
ORD-10756,2025-03-28,Desk Lamp,Furniture,East,Small Business,Online,1,54.94,0.1,51.92,25.0,26.92
ORD-10757,2025-06-16,Phone Charger,Accessories,East,Consumer,Retail Store,6,31.07,0,195.74,70.7,125.04
ORD-10758,2025-07-06,Pen Set,Office Supplies,North,Corporate,B2B Sales,3,12.4,0.15,32.0,11.98,20.02
ORD-10759,2025-06-03,Notebook,Office Supplies,Central,Consumer,Retail Store,1,8.04,0.2,7.59,3.11,4.48
ORD-10760,2025-08-18,File Folder Pack,Office Supplies,West,Small Business,Online,6,19.77,0.1,117.43,55.62,61.81
ORD-10761,2025-11-19,Mouse,Technology,West,Corporate,Online,1,39.17,0.1,48.47,18.21,30.26
ORD-10762,2024-05-30,Desk Lamp,Furniture,Central,Consumer,Online,1,53.98,0,63.7,24.66,39.04
ORD-10763,2025-02-16,Stapler,Office Supplies,North-East,Small Business,Retail Store,8,19.07,0.1,137.3,66.97,70.33
ORD-10764,2025-03-02,USB-C Hub,Accessories,West,Consumer,Retail Store,3,68.69,0.05,215.34,91.53,123.81
ORD-10765,2025-12-12,Mouse,Technology,Central,Corporate,B2B Sales,1,42.21,0.1,56.03,18.15,37.88
ORD-10766,2024-05-03,Printer Paper,Office Supplies,Central,Corporate,Online,7,15.89,0,131.25,49.69,81.56
ORD-10767,2024-05-26,Headset,Technology,North-East,Consumer,B2B Sales,3,93.25,0.15,237.79,136.92,100.87
ORD-10768,2024-05-05,Notebook,Office Supplies,Central,Consumer,Retail Store,8,8.4,0.1,71.37,24.32,47.05
ORD-10769,2025-09-12,Monitor,Technology,West,Corporate,Retail Store,3,272.97,0.1,810.72,502.99,307.73
ORD-10770,2025-10-01,Desk Lamp,Furniture,North-East,Consumer,Online,1,58.07,0.15,49.36,24.76,24.6
ORD-10771,2025-10-23,Monitor,Technology,Central,Corporate,Retail Store,3,284.51,0,1007.17,519.77,487.4
ORD-10772,2024-07-16,Backpack,Accessories,West,Corporate,B2B Sales,5,87.98,0.05,505.67,186.45,319.22
ORD-10773,2025-11-05,USB-C Hub,Accessories,Central,Consumer,Online,8,62.95,0.05,705.67,240.58,465.09
ORD-10774,2025-08-26,Laptop,Technology,North,Consumer,Online,3,942.15,0,2600.33,1837.73,762.6
ORD-10775,2024-04-11,Printer Paper,Office Supplies,East,Consumer,Retail Store,3,14.86,0.05,44.47,20.83,23.64
ORD-10776,2025-09-21,USB-C Hub,Accessories,Central,Corporate,Online,3,64.48,0.05,216.85,90.24,126.61
ORD-10777,2025-01-19,Laptop Stand,Accessories,Central,Consumer,Retail Store,4,45.42,0.1,192.94,80.56,112.38
ORD-10778,2024-04-27,Keyboard,Technology,North-East,Corporate,Online,1,76.75,0.15,65.24,37.29,27.95
ORD-10779,2025-07-21,Laptop Stand,Accessories,East,Corporate,Retail Store,4,44.57,0.05,195.62,78.87,116.75
ORD-10780,2025-10-13,Pen Set,Office Supplies,North,Corporate,Online,5,12.17,0.05,53.18,20.88,32.3
ORD-10781,2025-04-07,Mouse,Technology,West,Consumer,B2B Sales,1,42.13,0.05,44.03,18.39,25.64
ORD-10782,2025-11-27,Printer Paper,Office Supplies,East,Corporate,Retail Store,1,14.64,0.05,18.25,6.89,11.36
ORD-10783,2024-04-01,Notebook,Office Supplies,East,Corporate,B2B Sales,9,7.85,0.05,70.47,27.98,42.49
ORD-10784,2025-11-29,Phone Charger,Accessories,North-East,Consumer,Retail Store,6,29.82,0.05,212.47,73.58,138.89
ORD-10785,2024-01-17,USB-C Hub,Accessories,Central,Corporate,Online,1,66.77,0.05,74.85,31.28,43.57
ORD-10786,2025-12-21,Desk Organizer,Office Supplies,West,Consumer,B2B Sales,2,25.35,0.15,59.26,22.82,36.44
ORD-10787,2025-03-31,Bookshelf,Furniture,North-East,Small Business,Online,1,186.62,0.1,167.96,93.16,74.8
ORD-10788,2025-04-18,Pen Set,Office Supplies,North-East,Consumer,Retail Store,5,12.34,0.1,55.53,19.87,35.66
ORD-10789,2025-09-20,Standing Desk,Furniture,East,Small Business,B2B Sales,1,524.83,0.1,495.96,316.95,179.01
ORD-10790,2024-01-08,Webcam,Technology,North-East,Consumer,Online,1,107.48,0,107.48,59.84,47.64
ORD-10791,2025-11-19,Drawer Cabinet,Furniture,East,Consumer,Online,1,157.75,0.05,196.69,87.64,109.05
ORD-10792,2025-06-19,Bookshelf,Furniture,East,Small Business,Online,3,185.0,0.1,524.48,292.88,231.6
ORD-10793,2025-04-09,Mouse,Technology,Central,Small Business,Online,3,40.03,0,141.71,54.88,86.83
ORD-10794,2025-05-22,Notebook,Office Supplies,East,Consumer,B2B Sales,8,7.93,0.05,63.28,24.08,39.2
ORD-10795,2025-08-08,Standing Desk,Furniture,North-East,Small Business,B2B Sales,1,516.32,0,516.32,317.37,198.95
ORD-10796,2024-01-29,Notebook,Office Supplies,West,Corporate,B2B Sales,7,7.88,0.05,57.64,21.99,35.65
ORD-10797,2024-02-25,Backpack,Accessories,East,Small Business,Retail Store,9,88.09,0.1,749.21,349.02,400.19
ORD-10798,2024-03-28,Laptop Stand,Accessories,North-East,Consumer,B2B Sales,2,46.72,0,93.44,41.45,51.99
ORD-10799,2024-02-26,Webcam,Technology,North-East,Consumer,Retail Store,2,108.84,0.05,206.8,114.46,92.34
ORD-10800,2025-02-24,Headset,Technology,West,Consumer,Online,2,99.56,0.1,197.13,90.34,106.79
ORD-10801,2025-11-22,Desk Lamp,Furniture,West,Consumer,Online,1,56.07,0,77.1,24.85,52.25
ORD-10802,2024-07-17,USB-C Hub,Accessories,West,Consumer,Online,8,63.61,0,615.74,235.94,379.8
ORD-10803,2024-05-10,Mouse,Technology,West,Small Business,Retail Store,1,41.94,0.1,41.52,17.83,23.69
ORD-10804,2024-11-12,Bookshelf,Furniture,North,Small Business,Retail Store,1,175.4,0,201.71,98.55,103.16
ORD-10805,2025-07-26,Power Bank,Accessories,North,Consumer,Online,4,57.12,0.05,219.66,106.78,112.88
ORD-10806,2025-12-12,Desk Lamp,Furniture,West,Corporate,B2B Sales,1,54.65,0,75.14,24.07,51.07
ORD-10807,2024-04-17,Notebook,Office Supplies,North-East,Consumer,Online,4,8.23,0.05,31.27,11.94,19.33
ORD-10808,2025-05-07,Bookshelf,Furniture,North-East,Consumer,Online,3,179.33,0,537.99,279.9,258.09
ORD-10809,2024-04-27,Mouse,Technology,East,Corporate,B2B Sales,1,42.3,0,44.41,18.0,26.41
ORD-10810,2024-08-12,USB-C Hub,Accessories,North,Small Business,Online,5,62.54,0.15,244.53,156.56,87.97
ORD-10811,2024-01-22,USB-C Hub,Accessories,North-East,Corporate,B2B Sales,8,68.48,0,547.84,239.23,308.61
ORD-10812,2025-01-16,Drawer Cabinet,Furniture,West,Small Business,B2B Sales,1,155.91,0.15,145.78,91.14,54.64
ORD-10813,2024-07-15,File Folder Pack,Office Supplies,North,Consumer,Online,4,21.04,0.1,76.65,36.76,39.89
ORD-10814,2025-07-02,Monitor,Technology,North,Consumer,Retail Store,1,272.34,0.05,261.83,173.55,88.28
ORD-10815,2025-05-15,Laptop,Technology,North-East,Corporate,Retail Store,1,948.87,0.15,806.54,640.2,166.34
ORD-10816,2025-01-18,Desk Organizer,Office Supplies,East,Consumer,Online,8,25.79,0.05,205.8,87.89,117.91
ORD-10817,2025-02-14,Drawer Cabinet,Furniture,Central,Consumer,B2B Sales,1,157.35,0,185.67,88.86,96.81
ORD-10818,2025-01-21,Printer Paper,Office Supplies,North,Corporate,Online,3,14.84,0.05,38.91,20.92,17.99
ORD-10819,2024-02-12,Stapler,Office Supplies,North,Consumer,Online,7,17.94,0.05,109.76,55.95,53.81
ORD-10820,2024-01-26,Monitor,Technology,North,Corporate,Online,1,292.39,0.05,255.55,174.26,81.29
ORD-10821,2024-10-10,Laptop Stand,Accessories,Central,Consumer,Online,4,44.7,0.1,189.89,79.8,110.09
ORD-10822,2025-11-30,USB-C Hub,Accessories,West,Small Business,B2B Sales,6,62.46,0,515.3,186.76,328.54
ORD-10823,2025-02-17,Backpack,Accessories,Central,Consumer,Retail Store,3,88.96,0,314.92,117.49,197.43
ORD-10824,2024-08-02,Stapler,Office Supplies,West,Corporate,Retail Store,11,17.89,0,216.47,91.45,125.02
ORD-10825,2025-03-15,Desk Lamp,Furniture,East,Consumer,B2B Sales,1,53.56,0.15,47.8,24.03,23.77
ORD-10826,2024-01-10,File Folder Pack,Office Supplies,North,Consumer,Online,7,20.73,0.1,120.15,63.06,57.09
ORD-10827,2025-08-24,Laptop,Technology,East,Consumer,B2B Sales,1,971.83,0.1,918.38,633.98,284.4
ORD-10828,2025-02-04,USB-C Hub,Accessories,North-East,Consumer,Online,8,63.11,0.05,479.64,242.79,236.85
ORD-10829,2024-11-07,Laptop,Technology,West,Consumer,B2B Sales,2,914.55,0,2515.01,1294.3,1220.71
ORD-10830,2025-01-30,Monitor,Technology,North,Corporate,Online,1,283.32,0,260.65,176.83,83.82
ORD-10831,2025-02-24,Notebook,Office Supplies,East,Corporate,Online,3,7.99,0.15,21.39,8.95,12.44
ORD-10832,2024-07-29,Webcam,Technology,North-East,Consumer,Retail Store,1,107.83,0.1,106.75,58.7,48.05
ORD-10833,2024-07-25,Monitor,Technology,North-East,Consumer,Online,2,283.52,0.15,530.18,354.13,176.05
ORD-10834,2025-04-16,Notebook,Office Supplies,Central,Consumer,B2B Sales,8,7.96,0.15,63.87,24.85,39.02
ORD-10835,2025-02-04,Standing Desk,Furniture,North-East,Consumer,B2B Sales,2,523.01,0.15,889.12,615.56,273.56
ORD-10836,2025-08-05,Webcam,Technology,Central,Consumer,B2B Sales,1,112.51,0,132.76,60.56,72.2
ORD-10837,2025-12-15,Standing Desk,Furniture,North-East,Consumer,Retail Store,1,518.37,0.1,583.17,314.75,268.42
ORD-10838,2024-11-29,Pen Set,Office Supplies,North,Consumer,Online,1,11.61,0.1,12.02,4.13,7.89
ORD-10839,2025-01-25,Desk Organizer,Office Supplies,East,Consumer,Online,2,25.77,0,54.12,22.59,31.53
ORD-10840,2025-04-20,Notebook,Office Supplies,Central,Corporate,Online,11,7.79,0.15,85.95,34.28,51.67
ORD-10841,2024-06-23,Backpack,Accessories,Central,Consumer,Online,7,83.03,0.1,617.25,260.89,356.36
ORD-10842,2024-10-06,Keyboard,Technology,East,Consumer,Online,2,73.62,0.1,139.14,78.93,60.21
ORD-10843,2025-06-19,Office Chair,Furniture,North-East,Corporate,Online,1,212.27,0.05,201.66,124.27,77.39
ORD-10844,2024-09-12,Pen Set,Office Supplies,East,Consumer,Online,1,11.92,0,12.52,4.11,8.41
ORD-10845,2024-08-13,Laptop Stand,Accessories,East,Corporate,Online,3,46.87,0,147.64,61.43,86.21
ORD-10846,2025-10-01,Headset,Technology,North-East,Small Business,Online,1,94.59,0,94.59,45.37,49.22
ORD-10847,2024-11-19,Monitor,Technology,North-East,Consumer,Retail Store,1,286.27,0,357.84,177.14,180.7
ORD-10848,2025-02-24,Headset,Technology,North-East,Small Business,Online,1,100.61,0.15,85.52,44.64,40.88
ORD-10849,2024-04-07,File Folder Pack,Office Supplies,North-East,Corporate,B2B Sales,4,19.86,0.1,71.5,37.51,33.99
ORD-10850,2024-11-21,Power Bank,Accessories,Central,Consumer,Retail Store,8,54.9,0.1,583.04,207.22,375.82
ORD-10851,2025-08-24,Office Chair,Furniture,East,Consumer,Retail Store,1,216.4,0.05,215.86,124.63,91.23
ORD-10852,2024-03-22,Keyboard,Technology,North-East,Consumer,Online,1,72.28,0.15,61.44,38.83,22.61
ORD-10853,2025-03-30,Bookshelf,Furniture,East,Consumer,Retail Store,2,182.18,0.2,306.06,194.82,111.24
ORD-10854,2024-10-22,Standing Desk,Furniture,North,Consumer,Online,1,546.92,0.2,402.53,321.19,81.34
ORD-10855,2025-12-13,Drawer Cabinet,Furniture,North-East,Corporate,Online,1,154.63,0.05,183.62,92.11,91.51
ORD-10856,2024-02-23,Standing Desk,Furniture,East,Consumer,Online,1,540.55,0,567.58,314.81,252.77
ORD-10857,2025-03-12,Bookshelf,Furniture,East,Corporate,Online,1,177.28,0,186.14,96.08,90.06
ORD-10858,2025-10-12,Mouse,Technology,Central,Small Business,Online,1,40.28,0.05,45.15,18.41,26.74
ORD-10859,2025-03-19,Desk Lamp,Furniture,Central,Corporate,Online,1,57.79,0,68.19,24.42,43.77
ORD-10860,2025-07-20,Bookshelf,Furniture,North-East,Consumer,Online,1,183.71,0,202.08,94.01,108.07
ORD-10861,2025-04-25,Monitor,Technology,Central,Consumer,Retail Store,2,282.56,0.15,566.82,355.58,211.24
ORD-10862,2025-01-17,Printer Paper,Office Supplies,West,Consumer,B2B Sales,2,14.98,0.05,31.31,13.91,17.4
ORD-10863,2025-03-22,Phone Charger,Accessories,West,Corporate,Retail Store,8,30.89,0.1,244.65,100.31,144.34
ORD-10864,2024-09-09,Laptop,Technology,North,Corporate,Retail Store,3,973.31,0,2686.34,1882.1,804.24
ORD-10865,2025-11-28,Monitor,Technology,West,Corporate,Retail Store,1,272.07,0,374.1,175.07,199.03
ORD-10866,2025-01-28,Stapler,Office Supplies,Central,Consumer,Online,7,17.58,0.05,137.95,57.59,80.36
ORD-10867,2025-05-27,Power Bank,Accessories,West,Consumer,Online,2,53.4,0.05,111.61,53.86,57.75
ORD-10868,2024-05-26,Monitor,Technology,North-East,Corporate,Online,1,282.57,0,282.57,175.81,106.76
ORD-10869,2025-03-03,File Folder Pack,Office Supplies,North,Corporate,Online,8,19.57,0,144.04,73.01,71.03
ORD-10870,2025-05-29,Power Bank,Accessories,West,Small Business,Online,1,56.92,0.15,53.22,25.83,27.39
ORD-10871,2025-02-22,Stapler,Office Supplies,Central,Small Business,Online,6,17.43,0,123.4,47.26,76.14
ORD-10872,2024-01-31,Desk Organizer,Office Supplies,North-East,Corporate,Online,1,24.67,0.2,19.74,11.29,8.45
ORD-10873,2024-02-12,Headset,Technology,Central,Consumer,Retail Store,4,93.73,0.05,420.29,185.94,234.35
ORD-10874,2025-09-10,Printer Paper,Office Supplies,North,Small Business,Retail Store,7,15.4,0.05,94.22,48.22,46.0
ORD-10875,2024-12-30,Laptop Stand,Accessories,Central,Consumer,Retail Store,3,43.32,0,191.69,61.03,130.66
ORD-10876,2025-12-17,Standing Desk,Furniture,North,Consumer,Retail Store,2,525.98,0.1,1088.78,607.74,481.04
ORD-10877,2025-10-15,Phone Charger,Accessories,Central,Corporate,B2B Sales,8,30.83,0,291.04,97.34,193.7
ORD-10878,2025-09-19,Bookshelf,Furniture,North-East,Small Business,B2B Sales,1,184.65,0.1,166.19,93.77,72.42
ORD-10879,2025-01-29,Monitor,Technology,East,Small Business,B2B Sales,2,288.87,0,606.63,345.05,261.58
ORD-10880,2024-03-30,Webcam,Technology,West,Small Business,Online,3,116.11,0.05,364.0,177.11,186.89
ORD-10881,2024-09-06,Webcam,Technology,Central,Consumer,B2B Sales,1,115.82,0,136.67,58.4,78.27
ORD-10882,2024-10-14,Keyboard,Technology,North-East,Small Business,Retail Store,2,78.92,0.1,142.06,77.1,64.96
ORD-10883,2025-12-09,Pen Set,Office Supplies,West,Corporate,Retail Store,8,11.97,0.1,118.5,33.01,85.49
ORD-10884,2025-01-25,Drawer Cabinet,Furniture,North-East,Small Business,Online,1,155.0,0,155.0,90.8,64.2
ORD-10885,2024-07-11,Office Chair,Furniture,West,Consumer,B2B Sales,3,223.89,0,812.72,369.12,443.6
ORD-10886,2025-07-02,Mouse,Technology,North-East,Consumer,Online,2,41.59,0.05,86.92,36.8,50.12
ORD-10887,2024-08-15,Laptop,Technology,West,Small Business,Online,2,940.2,0,2068.44,1274.22,794.22
ORD-10888,2024-05-30,Standing Desk,Furniture,Central,Corporate,Online,4,505.62,0.2,1909.22,1276.53,632.69
ORD-10889,2025-05-04,Standing Desk,Furniture,North-East,Consumer,B2B Sales,1,541.33,0,541.33,319.35,221.98
ORD-10890,2024-08-18,Office Chair,Furniture,East,Small Business,Retail Store,1,229.13,0.15,204.5,123.89,80.61
ORD-10891,2024-01-23,Printer Paper,Office Supplies,North-East,Corporate,B2B Sales,9,14.99,0.05,128.16,62.99,65.17
ORD-10892,2025-12-14,Backpack,Accessories,North-East,Consumer,Online,1,88.82,0.1,99.92,38.46,61.46
ORD-10893,2024-06-16,Desk Organizer,Office Supplies,North-East,Consumer,Online,4,26.01,0,104.04,45.13,58.91
ORD-10894,2025-01-05,Drawer Cabinet,Furniture,Central,Corporate,B2B Sales,1,168.81,0.05,189.24,91.42,97.82
ORD-10895,2024-02-27,Mouse,Technology,East,Small Business,Online,1,39.75,0.05,39.65,17.83,21.82
ORD-10896,2025-02-17,Laptop,Technology,East,Consumer,Online,2,928.39,0.1,1754.66,1282.54,472.12
ORD-10897,2025-11-17,Desk Lamp,Furniture,North-East,Consumer,Retail Store,1,53.46,0,66.83,24.34,42.49
ORD-10898,2025-11-15,USB-C Hub,Accessories,Central,Corporate,B2B Sales,11,64.18,0.1,937.19,341.75,595.44
ORD-10899,2024-07-04,File Folder Pack,Office Supplies,North-East,Consumer,Online,6,19.33,0.15,108.44,55.93,52.51
ORD-10900,2024-07-08,File Folder Pack,Office Supplies,Central,Consumer,Retail Store,8,19.33,0.15,170.61,73.28,97.33
ORD-10901,2025-10-29,Monitor,Technology,Central,Consumer,Retail Store,1,284.33,0.15,285.18,168.06,117.12
ORD-10902,2024-05-11,File Folder Pack,Office Supplies,East,Consumer,Online,1,19.37,0,20.34,9.01,11.33
ORD-10903,2025-07-11,Webcam,Technology,Central,Consumer,Online,3,115.55,0,449.95,177.03,272.92
ORD-10904,2024-05-23,File Folder Pack,Office Supplies,North,Corporate,B2B Sales,8,20.41,0.05,142.71,74.03,68.68
ORD-10905,2025-11-09,Standing Desk,Furniture,Central,Consumer,Online,2,548.99,0.1,1457.57,616.98,840.59
ORD-10906,2025-01-02,Webcam,Technology,West,Consumer,Retail Store,1,112.75,0,124.03,58.69,65.34
ORD-10907,2024-09-17,Standing Desk,Furniture,West,Consumer,Retail Store,1,532.12,0.1,526.8,319.3,207.5
ORD-10908,2025-07-31,Drawer Cabinet,Furniture,West,Consumer,B2B Sales,1,166.2,0.05,191.05,92.18,98.87
ORD-10909,2024-09-10,Laptop,Technology,West,Consumer,Retail Store,1,972.82,0.05,1016.6,622.07,394.53
ORD-10910,2024-10-06,Monitor,Technology,North,Consumer,Online,4,279.4,0,1028.19,710.46,317.73
ORD-10911,2024-06-28,Printer Paper,Office Supplies,West,Small Business,Retail Store,7,15.45,0.15,101.12,49.91,51.21
ORD-10912,2025-09-14,Laptop,Technology,East,Consumer,Retail Store,1,988.58,0.1,934.21,641.83,292.38
ORD-10913,2025-07-18,Desk Organizer,Office Supplies,North-East,Corporate,Online,4,25.64,0,112.82,44.87,67.95
ORD-10914,2024-09-30,Webcam,Technology,North,Corporate,Online,3,113.37,0,312.9,182.53,130.37
ORD-10915,2025-04-24,Printer Paper,Office Supplies,North-East,Corporate,Retail Store,5,14.86,0.15,63.15,36.62,26.53
ORD-10916,2025-02-20,Office Chair,Furniture,Central,Consumer,Online,1,223.86,0,264.15,125.0,139.15
ORD-10917,2025-05-19,Office Chair,Furniture,North-East,Corporate,B2B Sales,1,222.15,0.1,199.94,128.42,71.52
ORD-10918,2025-06-29,Desk Lamp,Furniture,Central,Corporate,B2B Sales,3,56.73,0.1,180.74,74.34,106.4
ORD-10919,2024-09-07,Backpack,Accessories,West,Consumer,Online,3,87.33,0.15,244.96,115.9,129.06
ORD-10920,2024-08-18,Keyboard,Technology,East,Consumer,B2B Sales,1,74.84,0.05,74.65,37.54,37.11
ORD-10921,2025-11-26,Headset,Technology,Central,Consumer,Retail Store,1,91.22,0.1,121.09,45.34,75.75
ORD-10922,2024-11-08,Backpack,Accessories,Central,Small Business,B2B Sales,9,82.09,0,1089.74,346.18,743.56
ORD-10923,2024-11-01,Notebook,Office Supplies,North,Small Business,Online,7,7.69,0.05,58.81,20.87,37.94
ORD-10924,2025-06-25,Pen Set,Office Supplies,North-East,Consumer,Retail Store,3,12.44,0,37.32,12.16,25.16
ORD-10925,2025-01-18,Mouse,Technology,East,Corporate,Online,5,41.03,0.05,204.64,89.08,115.56
ORD-10926,2025-03-20,Webcam,Technology,East,Consumer,Online,1,110.23,0,115.74,56.97,58.77
ORD-10927,2025-11-13,Mouse,Technology,North,Consumer,Retail Store,1,41.13,0,47.3,18.59,28.71
ORD-10928,2025-02-13,File Folder Pack,Office Supplies,North-East,Consumer,B2B Sales,1,19.45,0.05,18.48,8.83,9.65
ORD-10929,2025-12-01,Webcam,Technology,North,Consumer,Retail Store,1,110.88,0,127.51,57.18,70.33
ORD-10930,2025-03-15,Monitor,Technology,West,Consumer,Online,1,276.18,0.1,273.42,174.53,98.89
ORD-10931,2025-03-15,Webcam,Technology,Central,Corporate,Retail Store,1,116.52,0.1,123.74,59.42,64.32
ORD-10932,2024-08-22,Mouse,Technology,Central,Consumer,Online,1,38.47,0,45.39,18.73,26.66
ORD-10933,2025-01-24,Printer Paper,Office Supplies,East,Consumer,Online,1,15.16,0.1,14.33,7.01,7.32
ORD-10934,2024-10-02,Printer Paper,Office Supplies,North-East,Consumer,B2B Sales,3,14.46,0,43.38,21.67,21.71
ORD-10935,2024-08-05,Keyboard,Technology,West,Consumer,Online,3,74.73,0,246.61,112.49,134.12
ORD-10936,2024-01-14,Standing Desk,Furniture,North,Consumer,Retail Store,2,529.82,0.1,877.38,617.94,259.44
